gene	JK215	JK217	JK218	JK219	JK228	JK229	JK230	JK231
Ilkap	2191	2537	1062	1846	1899	1400	1930	1692
1700020N18Rik	15	41	7	11	10	12	41	3
Hes6	987	1688	495	864	964	729	1391	730
Per2	1223	2765	1170	647	1231	1217	1910	1296
Traf3ip1	2229	3305	850	1401	1302	1177	2620	1600
Asb1	1020	1104	544	830	821	691	1118	1008
Twist2	64	89	21	27	50	66	51	42
Hdac4	533	445	209	340	307	615	509	425
Ndufa10	1724	1851	717	1422	1669	1711	1931	1376
Olfr1416	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	1	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Myeov2	1068	2941	977	1757	955	657	1180	714
Otos	3	0	0	2	4	1	0	4
Gpc1	816	731	286	675	807	1520	988	719
Mir149	0	0	0	0	0	0	0	0
Ankmy1	78	145	18	35	38	47	80	62
Dusp28	326	318	160	279	648	581	457	352
Rnpepl1	4536	4157	1981	3109	3158	3207	4393	3310
9430060I03Rik	9	6	0	3	1	2	0	1
Capn10	517	662	251	448	479	444	694	399
Gpr35	254	229	100	143	2211	3637	1641	318
Aqp12	0	0	0	0	1	0	0	0
Kif1a	713	823	180	502	235	409	416	279
Agxt	1	0	4	0	0	0	1	1
2310007B03Rik	2008	2612	481	2543	2172	1269	2412	1730
Sned1	1102	2114	862	952	325	382	659	620
Mterfd2	477	627	226	530	445	303	624	406
Pask	109	135	50	91	122	189	172	94
Ppp1r7	1784	1702	758	1490	1672	1605	1881	1403
Ano7	4	5	0	7	6	2	23	0
Hdlbp	12227	11208	4670	9808	9754	11991	13780	9121
Sept2	11347	12831	5783	10187	9524	8518	11013	8648
Farp2	419	380	156	310	221	219	354	278
Stk25	4963	6619	2873	4921	3420	2562	4183	3567
Bok	427	593	130	260	223	247	405	176
Thap4	800	766	364	567	678	578	824	624
Atg4b	2149	1938	854	1750	1584	1449	1971	1642
Dtymk	699	1059	483	720	662	674	652	461
Ing5	1445	1428	703	1168	1085	936	1256	1113
D2hgdh	194	471	179	301	317	262	492	358
Gal3st2	0	9	0	2	44	56	18	12
Gm9994	7	3	2	0	0	1	0	0
Gm6086	2	0	0	0	1	0	1	0
Neu4	0	0	0	0	0	0	0	1
Pdcd1	26	92	13	29	250	786	97	45
4930440C22Rik	0	0	0	0	0	0	0	0
Fam174a	1522	2455	1016	1414	1509	996	1695	1213
St8sia4	1619	1035	530	1446	1154	893	1177	1122
4930598F16Rik	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0
Slco4c1	1282	976	559	1488	316	231	570	385
Slco6b1	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0
D1Ertd622e	1391	1455	578	886	1442	1337	1828	971
Ppip5k2	1679	1630	686	1497	1295	1311	1494	1112
Gin1	279	442	171	407	296	205	310	290
Pam	13498	13935	6190	8890	7427	5190	10539	9060
B230216N24Rik	16	40	17	26	14	15	12	8
1810006J02Rik	10	14	6	8	9	17	9	7
Slco6d1	0	0	0	0	0	0	0	0
Cntnap5b	1	0	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0	0	0
Cdh20	0	9	2	1	0	0	7	0
Rnf152	142	105	62	78	143	146	119	93
Pign	1197	1259	578	1345	1138	1551	1554	1019
2310035C23Rik	1784	2026	867	1784	1469	1433	1697	1348
Tnfrsf11a	209	225	71	290	573	995	647	247
Zcchc2	1566	1277	691	1223	2444	3289	2284	1518
Gm20753	11	10	9	5	6	2	8	8
Phlpp1	3193	2343	1376	1767	1741	1390	2637	2047
Bcl2	1523	1108	663	846	1390	1103	1153	1086
Kdsr	2031	2120	891	1667	1549	941	1807	2209
Vps4b	3974	3718	1579	2919	3663	3447	4096	3099
Serpinb5	1	0	0	0	8	14	51	0
Serpinb12	0	7	0	5	13	17	6	0
Serpinb13	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0
Serpinb11	1	2	0	1	1	0	2	0
Serpinb7	6	2	6	1	2	5	3	2
Serpinb2	9	6	19	9	37	81	52	3
Serpinb10	84	43	68	75	195	177	327	219
Serpinb8	561	669	239	588	572	621	581	416
Cdh7	0	0	0	0	0	0	0	0
Cdh19	24	93	16	14	9	20	25	21
Dsel	933	904	436	739	610	538	652	634
Cntnap5a	0	0	2	1	0	0	0	0
Tsn	2719	2864	1246	2401	2058	2081	2434	1838
Mki67ip	1139	1070	463	885	1223	1345	1223	827
Clasp1	2582	1907	1078	1768	1954	1995	2380	1933
2900060B14Rik	0	10	4	13	19	6	1	0
Tfcp2l1	2309	2386	1020	2883	1010	391	1608	1696
Gli2	201	174	83	127	185	187	172	178
Inhbb	1389	1354	445	888	2083	1114	916	1078
Ralb	3519	3054	1402	2848	3223	3041	3645	2099
Tmem185b	895	816	324	622	921	883	960	584
Epb4.1l5	3840	3579	1393	4503	1810	992	2730	2194
Ptpn4	794	732	396	490	309	406	515	434
Tmem177	350	329	176	258	228	200	283	249
Gm101	234	388	82	177	53	51	184	118
Sctr	0	5	0	0	2	2	0	0
Tmem37	1042	1781	508	1449	1903	1234	2180	1363
Dbi	3719	8630	2617	4845	3760	2503	4176	2693
3110009E18Rik	104	125	51	72	56	47	58	60
Steap3	1547	1014	682	514	613	423	700	459
C1ql2	4	8	5	16	0	1	0	3
Marco	103	19	70	429	550	576	464	356
En1	0	0	0	0	0	0	0	0
B230209K01Rik	0	0	0	0	0	0	0	0
Insig2	1944	2351	928	1580	1403	1072	1938	1503
Ccdc93	1347	1249	619	1076	773	864	1098	922
Htr5b	0	0	0	0	0	1	0	0
Ddx18	1055	831	382	733	1028	1152	1067	728
Dpp10	0	0	0	1	3	2	3	2
Actr3	8808	8504	3570	7292	13804	17406	14657	7199
Slc35f5	2177	2681	1015	1480	2065	1721	2671	2048
Gpr39	395	301	126	232	252	183	278	183
Lypd1	10	19	14	3	11	3	15	9
Nckap5	6131	4294	3251	3593	2424	1723	3301	3707
Mgat5	519	541	241	363	213	397	517	348
Tmem163	648	672	379	747	295	231	489	394
Acmsd	1	5	2	4	1	1	5	4
2900009J06Rik	20	26	13	19	6	5	5	7
Ccnt2	2388	3028	1546	2417	1572	1906	2241	1941
Map3k19	359	644	122	226	97	141	458	227
Rab3gap1	2754	2256	1129	1910	1932	1808	2429	2142
Zranb3	172	123	64	155	248	283	198	138
R3hdm1	1788	1829	923	1489	1607	1766	1836	1564
Mir128-1	0	0	0	0	0	0	0	0
Ubxn4	4854	5156	2144	4373	4354	4267	5094	3860
Lct	0	7	0	0	4	11	12	6
Mcm6	874	623	122	819	1760	2574	1550	1095
Dars	2497	2496	964	2717	2297	2215	2608	1716
Cxcr4	3458	2149	1310	3235	2453	1792	3050	1988
Thsd7b	0	6	1	4	4	6	11	4
Daf2	49	67	16	46	14	11	53	16
Cd55	5352	7096	2248	5306	2257	1533	4151	3321
Zp3r	2	3	0	3	0	1	0	0
C4bp	0	8	18	2	2	4	7	1
C4bp-ps1	34	64	15	34	18	13	21	13
Pfkfb2	4195	6233	2579	4860	2219	1690	3711	3038
Yod1	431	658	294	496	172	280	258	300
AA986860	5603	6661	2046	4367	5243	3442	6136	5499
Fcamr	33	172	43	84	60	72	221	72
Pigr	3085	7095	818	2496	5772	4473	10903	2282
Faim3	572	81	101	351	274	143	2	317
Il24	0	0	0	0	19	45	8	0
Il20	0	0	0	0	0	0	0	0
Il19	0	0	1	2	2	0	1	5
Il10	1	5	0	3	322	453	67	13
Mapkapk2	7480	6232	2706	4947	7420	6990	8766	5616
Dyrk3	222	319	87	239	200	213	428	180
Eif2d	1778	2095	880	1543	1239	1071	1520	1238
Rassf5	1526	1009	618	832	1709	2144	2107	1214
Ikbke	532	774	302	389	1185	1897	1177	378
Srgap2	3736	3816	1811	3137	2588	2998	3442	2752
Fam72a	99	118	46	68	82	130	92	57
Avpr1b	0	0	0	0	0	0	0	0
Ctse	456	164	263	30	133	205	154	63
5430435G22Rik	389	413	158	413	1555	2760	1463	349
Slc26a9	1953	2021	1349	2680	809	566	1429	1354
Pm20d1	250	257	109	211	68	34	103	136
Slc41a1	1589	1441	686	1145	1248	1402	1792	1295
Rab7l1	573	662	289	580	710	662	698	494
Nucks1	4444	3553	1735	3041	4325	3876	3972	3556
Slc45a3	570	958	223	432	394	306	612	511
Elk4	1323	1258	880	1000	652	999	888	956
Mfsd4	197	328	65	82	31	24	96	67
Cdk18	1239	1170	472	906	933	934	1222	1231
Lemd1	2	5	0	2	4	2	6	1
Mir135b	0	0	0	0	0	0	0	0
Klhdc8a	368	532	87	395	619	418	574	360
Nuak2	922	767	292	600	2198	1934	2022	1040
Tmcc2	7415	7117	3674	4591	7690	4191	10904	11872
Dstyk	2799	2205	993	1898	1405	1219	1922	1769
Rbbp5	1721	1417	709	1254	1372	1541	1612	1158
Tmem81	264	244	131	187	196	106	264	182
Cntn2	0	6	3	0	0	1	1	0
Nfasc	15	32	4	5	9	38	18	7
Gm10538	0	0	0	0	0	0	0	0
Lrrn2	81	95	48	35	18	57	62	36
Mdm4	2359	3315	1555	2422	1282	1856	2066	1664
Pik3c2b	1102	1211	609	961	371	290	673	567
Ppp1r15b	5608	4769	2080	3443	6387	7348	6456	4231
Plekha6	2171	2469	874	1924	975	1141	1267	823
Gm19461	174	94	61	50	52	69	66	57
Golt1a	45	50	4	42	37	38	93	56
Kiss1	11	15	2	8	1	3	2	3
Ren2	0	0	0	0	0	0	0	0
Ren1	0	0	0	0	0	0	0	0
Etnk2	28	12	23	13	10	4	37	5
Sox13	4106	3639	2111	1998	2546	1641	4531	3765
Snrpe	954	1959	749	1206	1311	1014	1120	748
Zc3h11a	9131	9585	4352	7089	6878	6163	7752	6765
Zbed6	2707	3709	1943	2288	1090	1947	1889	1803
Lax1	432	323	165	190	621	980	440	291
Atp2b4	3432	2693	1282	1547	2193	2734	2599	2484
Optc	42	92	13	29	31	33	48	39
Prelp	19241	9600	6499	8671	8055	5059	10775	12211
Fmod	361	194	102	222	549	203	217	551
Btg2	11002	8879	3913	11944	6366	5047	6901	5899
Chit1	0	0	0	0	8	25	34	5
Chi3l1	15882	17154	2309	35860	20882	11574	37862	18972
Mybph	10	15	3	12	51	32	56	19
Adora1	324	296	100	302	196	132	230	318
Myog	0	0	0	0	0	1	0	0
Ppfia4	245	200	112	144	347	502	914	214
Tmem183a	2146	2977	1260	2032	1840	1756	2253	1719
4933406M09Rik	0	0	2	1	0	0	0	0
Cyb5r1	1399	1658	695	1343	830	821	1139	768
Adipor1	8011	8046	3581	6293	6644	5003	8803	6409
Klhl12	847	760	314	738	677	545	687	699
Rabif	1156	1013	420	865	1230	1114	1267	915
4931440L10Rik	0	0	0	0	0	0	0	0
Kdm5b	2105	1528	745	1382	1188	1043	1658	1415
Syt2	3	6	0	10	4	3	0	1
Ppp1r12b	721	760	376	384	291	323	480	426
Ube2t	46	40	26	40	105	105	115	64
Lgr6	125	332	41	50	65	68	157	96
Ptprv	41	74	29	79	32	55	37	32
Ptpn7	264	210	93	256	673	1337	750	321
Arl8a	3108	2831	1178	2089	3395	3292	3895	2523
Gpr37l1	14	13	5	2	7	9	10	5
Elf3	1047	1250	265	1032	1151	849	1831	688
Rnpep	2462	2274	876	2266	2766	3130	3462	1886
Timm17a	1117	1566	560	1313	1560	1327	1394	1055
Lmod1	878	1108	262	425	516	541	947	940
Shisa4	122	162	39	166	121	83	133	69
Ipo9	3027	2689	1466	2149	2205	2664	2791	2111
Nav1	3423	3199	1497	2376	2610	2483	2848	2650
Csrp1	27966	30189	11106	23045	27648	26603	25101	18565
Phlda3	1409	1894	699	1097	1524	1475	2391	1193
Tnni1	5	10	0	6	3	3	8	5
Lad1	306	309	65	152	201	252	349	187
Tnnt2	398	2449	1524	185	791	2118	4266	390
Pkp1	1	1	0	0	1	2	10	0
Igfn1	2	5	0	0	0	1	0	0
Tmem9	1455	1784	567	1223	1141	1013	1237	1041
Ascl5	0	0	0	0	0	0	0	0
Cacna1s	43	130	29	52	87	144	75	30
Gm15850	1	0	0	2	0	0	0	0
Kif21b	1722	859	715	928	1398	2097	1398	1106
5730559C18Rik	88	122	28	78	133	251	257	58
Gpr25	1	1	1	2	25	70	7	25
Camsap2	4776	3928	2129	3028	2551	2466	3532	3620
9230116N13Rik	52	63	27	39	42	51	46	26
Ddx59	375	393	146	250	367	313	418	297
Kif14	52	50	21	76	150	337	123	93
Zfp281	2088	1941	877	1631	2169	3249	1880	1482
Gm19705	51	79	33	57	88	114	53	38
Gm16880	111	159	76	169	71	15	52	50
Nr5a2	47	11	6	23	47	25	9	21
Mir181a-1	0	0	0	0	0	0	0	0
Mir181b-1	0	0	2	0	0	0	0	2
Ptprc	6313	3992	3087	4144	11194	17731	13837	4956
Atp6v1g3	13	34	9	25	13	12	10	4
Nek7	5084	6464	3101	4516	3718	3536	5019	4407
Gm5833	0	0	0	0	0	0	0	0
Lhx9	0	3	0	3	0	1	0	3
2310009B15Rik	134	209	81	108	159	158	183	86
Dennd1b	1128	1258	570	972	1408	1732	1846	1072
Crb1	60	68	35	76	11	8	87	48
4933436E23Rik	0	0	0	0	0	0	0	0
Zbtb41	1821	1703	870	1278	977	962	1181	1039
Aspm	113	88	42	78	265	580	251	223
F13b	0	0	11	0	0	1	1	0
Cfhr1	0	0	4	0	0	0	0	0
Gm4788	13	7	2	6	9	19	11	3
Cfhr2	2	6	11	12	10	5	10	0
Cfh	12876	12345	4258	8115	9938	8654	10566	7547
Kcnt2	19	39	8	11	14	15	16	12
4930590L20Rik	0	0	0	0	0	0	0	0
Cdc73	1225	1300	585	1059	933	1046	1121	896
B3galt2	33	158	8	18	0	11	44	6
Glrx2	819	1216	450	869	714	608	812	692
Trove2	4086	3736	1776	3077	2127	1613	2933	2951
Uchl5	714	833	336	648	935	817	892	597
Rgs2	2625	2939	1158	2593	2152	1576	3148	1529
Rgs13	0	2	2	1	0	0	0	1
Rgs1	108	143	46	223	1145	1526	600	126
Rgs18	160	224	111	154	148	101	200	116
Fam5c	0	0	0	0	0	0	0	0
Pla2g4a	973	1268	269	893	1050	1642	1428	644
7530420F21Rik	12	16	6	11	5	10	13	2
Ptgs2	1796	1625	746	2189	1298	1363	1568	654
Pdc	0	0	0	0	0	0	0	0
2310030A07Rik	0	0	0	0	0	2	0	0
BC003331	2261	2756	1273	2091	1982	1605	2253	1890
Tpr	7264	5934	2935	5121	6403	6837	7592	6094
Prg4	43	34	76	17	225	270	153	89
Hmcn1	7614	6612	3652	3404	1736	1423	2964	2935
C730036E19Rik	10	67	5	1	2	2	21	3
Ivns1abp	11624	11382	6015	10197	6184	4122	6552	8104
Swt1	1971	2714	1041	1876	1228	969	1834	1486
Trmt1l	1627	1715	673	1263	1379	1286	1645	1192
Rnf2	2151	2095	904	1422	1664	1480	1796	1675
Fam129a	2282	2093	970	1411	1472	1744	2537	1991
Edem3	3717	3219	1591	2388	2950	2591	3660	3078
1700025G04Rik	1087	1026	500	664	726	655	1234	743
Tsen15	532	813	343	622	357	318	435	367
Glt25d2	1377	865	482	640	305	103	379	520
Rgl1	5178	2933	1557	2711	3415	4173	2878	2560
Apobec4	48	68	7	41	25	23	50	14
Arpc5	8392	11573	4591	8857	11769	11672	10866	7162
Ncf2	1353	1033	641	889	2258	2725	3275	993
Smg7	3373	3036	1582	2346	3471	3916	3498	2972
Nmnat2	534	439	181	361	391	225	391	533
Lamc2	8119	6441	2223	8641	6390	3692	9645	6183
Lamc1	11603	7166	3615	5495	10250	10537	10414	10043
E330020D12Rik	51	63	25	32	34	30	30	22
Shcbp1l	6	21	3	13	12	14	11	6
Dhx9	6827	4849	2638	4434	5510	6638	6983	4928
Npl	151	207	49	117	134	121	164	121
Rgs8	0	1	0	1	7	19	5	0
C230024C17Rik	1	0	0	1	3	3	1	0
Rgs16	31	41	17	84	373	855	345	60
Rnasel	1309	1229	634	1007	1723	1645	1732	1333
Rgsl1	12	21	13	13	9	12	1	18
5830403L16Rik	7	2	0	2	5	0	7	4
Gm5531	0	0	0	0	0	0	0	0
Teddm1	0	0	0	0	0	0	0	0
Glul	17230	22416	7468	9251	17071	10505	24515	24314
Zfp648	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
Cacna1e	113	81	56	42	32	59	21	38
Ier5	2636	2324	982	1854	4194	5195	3890	1977
Mr1	1668	2025	676	1368	1135	1032	1618	1358
Stx6	2557	2370	1092	2340	1863	1631	2346	1777
Xpr1	3051	2315	1173	1958	2026	1958	2682	2109
Acbd6	1011	896	419	653	1043	918	1081	859
Lhx4	0	0	0	0	0	0	0	0
Qsox1	7513	9681	3009	4720	10101	9570	13208	8991
Cep350	3622	3607	1841	2587	2713	3520	4174	2980
Tor1aip1	6053	4416	2265	3810	9709	10616	9165	6346
Tor1aip2	5086	4924	1956	4265	9285	9738	8047	4894
Fam163a	4	1	1	0	4	1	1	3
Tdrd5	33	37	30	101	38	26	20	17
Nphs2	11	16	6	15	4	0	3	8
Soat1	4058	4047	1801	6037	2871	3082	4553	2604
Abl2	2242	2174	1011	1542	2013	2739	2155	1595
Tor3a	3295	2804	1113	2626	7891	8154	6495	3502
Fam20b	4240	4090	2192	3615	3287	2591	4295	3473
Ralgps2	1331	937	582	763	721	523	769	915
Angptl1	6	1	0	2	2	3	1	0
Tex35	1	0	2	1	14	8	8	5
Rasal2	4175	2899	1724	1913	1989	1453	2821	3054
2810025M15Rik	1304	1123	566	862	842	375	912	977
BC026585	383	546	160	290	247	215	385	298
Sec16b	535	676	257	434	288	261	327	290
Fam5b	23	18	9	5	32	15	12	23
Astn1	5	7	1	2	1	9	1	4
Mir488	0	0	0	0	0	0	0	0
Pappa2	143	75	38	116	119	127	123	71
Rfwd2	1657	1830	764	1271	1272	1107	1554	1232
Scarna3a	0	0	0	0	0	0	0	0
Mir1843b	0	0	0	0	0	0	0	0
Tnr	51	22	18	13	10	22	6	13
4930523C07Rik	5813	5457	2100	3994	4089	3068	4066	3974
4930562F07Rik	0	4	1	5	2	1	0	2
Tnn	338	542	123	373	73	84	307	244
Mrps14	899	1117	418	782	736	664	808	583
Cacybp	2258	3503	1443	2852	2783	2551	2830	1629
Rabgap1l	7255	8009	3166	6417	4198	2642	5326	4544
Gpr52	4	5	1	2	1	0	3	1
Rc3h1	3963	3691	1892	2498	2441	2612	3426	2722
Serpinc1	21	16	52	9	10	5	27	7
Zbtb37	260	294	187	236	96	186	179	182
Gas5	3015	4434	2211	3481	3741	3297	3220	2474
Mir5117	0	0	0	0	0	0	0	0
Snord47	28	35	21	40	30	32	20	18
Dars2	350	404	153	285	283	291	422	297
Cenpl	144	175	58	170	267	330	268	168
Klhl20	1320	1171	632	993	1080	1112	1256	1025
Ankrd45	381	594	131	249	161	120	343	205
4930469G21Rik	0	0	0	0	0	1	1	0
Prdx6	37980	50523	16209	39757	30172	17879	44040	40480
Tnfsf4	0	0	0	0	22	25	34	2
Tnfsf18	7	14	4	2	22	17	18	6
Fasl	48	54	23	22	129	218	196	57
Suco	2577	2427	1229	2112	2491	2222	2482	2125
4930558K02Rik	2	1	0	0	0	1	0	0
Pigc	873	1077	482	863	840	564	919	640
Dnm3	593	546	245	505	333	215	528	400
2810442N19Rik	7	1	3	3	3	0	1	2
Dnm3os	315	408	221	127	379	289	312	307
Mir199a-2	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0
Mettl13	320	289	139	246	264	301	307	237
Vamp4	1017	1168	587	951	724	666	997	641
Myoc	12	20	2	2	0	3	4	4
7420461P10Rik	0	0	0	0	0	1	0	0
Prrc2c	8496	8042	4332	5672	6106	8492	7744	7209
Fmo4	228	270	105	132	105	65	162	221
Fmo1	22386	13221	8481	11240	7988	3815	10200	12252
Fmo2	40289	27000	18948	25661	37256	21310	44243	56660
Fmo6	19	47	9	7	7	1	33	8
Fmo3	2842	4560	742	1443	825	532	3092	3506
Mroh9	0	2	0	1	2	1	0	0
Prrx1	717	934	312	550	595	799	615	500
Gorab	446	504	196	386	435	446	421	286
Mettl11b	4	5	1	0	2	1	0	3
Kifap3	1945	1961	712	1478	1166	778	1592	1327
Scyl3	1072	1143	514	857	980	1189	1204	937
BC055324	60	65	27	44	91	149	110	52
Mettl18	195	217	108	183	150	110	154	155
Sele	234	129	67	151	275	308	294	58
Sell	2117	649	752	887	3718	4862	4173	1776
Selp	239	193	61	148	1252	1354	861	171
Gm16548	2	10	2	5	0	0	3	1
F5	196	272	124	84	178	257	337	137
Slc19a2	392	437	159	246	365	424	461	306
4930455F23Rik	1466	2416	472	1240	913	726	1843	931
Blzf1	1095	1254	532	1061	1324	1060	1324	1026
Nme7	520	630	188	438	471	396	622	379
Atp1b1	14916	22340	6749	14211	13939	9192	21775	18569
Dpt	6697	9756	3706	4857	4140	3926	5266	4970
Gm20743	2	2	0	2	0	2	1	0
Xcl1	18	15	9	21	238	549	391	15
4930568G15Rik	0	0	0	0	0	0	0	0
Tbx19	1	3	0	1	2	0	9	2
Sft2d2	6741	5782	3060	4567	4604	3021	6507	6771
Tiprl	1675	1765	797	1370	1503	1274	1555	1331
Gpr161	47	50	26	15	20	59	30	29
Dcaf6	2638	2628	1228	2192	1682	1221	2277	2110
Mpc2	1422	3279	990	1871	1069	805	1410	874
Adcy10	1	5	0	0	0	0	4	1
Mpzl1	2144	1517	661	1264	1108	817	1302	1238
Rcsd1	4730	3422	1708	2222	3789	2753	4192	3651
Creg1	5497	6818	2584	6692	3965	3058	5250	4501
Cd247	521	338	206	273	649	1005	302	308
Pou2f1	1836	1388	744	1131	1040	1190	1234	1205
Dusp27	20	40	14	3	16	30	43	9
Gpa33	2	3	0	1	7	10	7	9
Mael	0	0	0	1	0	0	0	2
Ildr2	493	445	148	806	668	416	472	344
Tada1	803	880	385	699	731	732	746	587
Pogk	1174	1275	662	1020	790	983	1124	916
Gm4846	0	0	0	0	0	0	0	0
Gm4847	0	3	0	1	0	0	2	0
Fmo9	0	0	0	0	0	0	0	0
Gm16701	35	42	30	37	18	14	20	18
Fam78b	335	422	204	260	556	511	860	631
Uck2	438	384	189	313	542	764	520	303
Tmco1	3828	5391	2074	3798	2362	1742	3041	2312
Aldh9a1	2127	2177	974	1803	1879	1721	1956	1695
Mgst3	1128	2297	650	1487	1005	630	1313	987
Lrrc52	9	2	2	9	7	1	2	9
Rxrg	31	50	12	17	38	26	27	7
Lmx1a	0	2	0	1	5	7	0	1
Pbx1	6428	4945	2484	4381	4102	3550	5349	4796
Nuf2	57	69	31	63	288	431	225	185
Rgs5	152	173	95	61	63	107	125	95
Rgs4	611	816	244	353	660	646	513	651
1700084C01Rik	24	57	12	10	16	25	15	15
Hsd17b7	869	828	334	522	926	896	727	482
3110045C21Rik	17	25	15	33	16	9	11	10
Ddr2	7343	6344	3775	4837	4719	4433	5437	4493
Uap1	2480	2463	1072	2097	2385	2434	2780	2029
Uhmk1	729	692	483	727	352	516	738	547
Sh2d1b2	0	0	0	0	0	0	0	0
Sh2d1b1	161	259	151	374	332	327	436	170
Gm7694	761	637	350	575	421	260	468	451
1700015E13Rik	0	0	0	0	0	0	0	0
Nos1ap	173	144	92	127	59	78	96	107
Olfml2b	775	968	202	308	792	934	917	638
Atf6	4688	3571	1639	2657	4607	5852	4852	3827
Dusp12	472	665	320	451	329	294	366	315
Fcrlb	8	8	12	12	153	248	71	10
Fcrla	386	157	151	227	211	163	35	126
Fcgr2b	880	1140	380	726	5305	7236	5566	996
Fcgr4	284	294	171	408	5301	8850	4981	1205
Fcgr3	1352	1784	699	1362	5186	7261	6995	1834
1700009P17Rik	1225	1905	354	775	770	468	1686	957
Sdhc	2907	3246	1161	2533	2482	2144	2960	2064
Mpz	128	384	56	115	34	38	77	70
Pcp4l1	4050	7226	1272	2769	815	585	2602	1782
Nr1i3	0	0	1	0	0	0	1	0
Tomm40l	1241	1624	742	1198	909	725	1073	737
Apoa2	6	14	150	10	8	5	81	3
Fcer1g	1666	1751	729	1690	10768	12352	9444	2176
Ndufs2	4297	4847	1935	3867	4103	3501	4758	3571
Adamts4	74	51	24	48	347	937	306	57
B4galt3	1705	1667	700	1530	1812	1617	1717	1114
Ppox	1204	1606	705	1121	712	661	951	817
Usp21	1468	1569	687	1132	996	955	1489	1059
Ufc1	1979	2811	1053	2120	1877	1644	2113	1465
Dedd	1204	1236	557	1004	1094	1093	1356	987
Nit1	1363	1608	642	1395	777	640	1298	1075
Pfdn2	914	1216	468	866	954	806	950	703
Klhdc9	67	100	18	45	28	28	139	31
Pvrl4	772	700	212	750	744	777	1107	587
Arhgap30	1875	1335	837	1193	3897	6363	4153	1757
Usf1	2100	2405	1034	1905	2382	1897	2591	1904
Tstd1	163	426	122	133	74	50	127	118
F11r	10885	10977	4354	10463	10923	6819	12049	8625
Alyref2	112	161	48	114	153	142	159	125
Itln1	0	7	0	1	8	4	36	1
Cd244	314	260	173	169	885	1403	1043	302
Ly9	326	166	134	237	817	1450	1060	331
Slamf7	444	408	185	296	2868	5702	3142	524
Cd48	657	657	289	659	1332	2073	1526	593
Slamf1	60	41	26	34	73	197	48	54
Cd84	896	968	494	1056	2107	2857	3012	728
Slamf6	218	107	94	99	469	802	259	156
Vangl2	175	86	65	66	73	72	89	78
Nhlh1	0	0	0	0	0	6	4	0
Ncstn	4716	3655	1628	3281	5371	5330	5895	4261
Copa	12434	10312	4478	8872	10951	10909	13414	9387
Pex19	3178	3258	1297	2461	2652	1833	2804	2265
Dcaf8	6619	5712	2625	4966	4502	3411	5627	5349
Pea15a	11952	11844	5567	8877	7521	5119	9628	7302
Casq1	51	116	27	27	35	37	74	68
Atp1a4	1	0	2	10	8	5	7	3
Atp1a2	5261	4402	2060	2886	2698	1553	3371	3289
Igsf8	1038	1090	388	804	1305	1653	1747	688
Kcnj9	2	6	0	2	0	1	0	8
Kcnj10	32	27	7	28	44	36	149	56
Pigm	1525	1837	774	1264	1287	1223	1440	1139
Slamf9	247	416	132	329	1469	2260	1477	418
Igsf9	226	372	94	195	153	275	297	116
Tagln2	27813	23214	9284	21592	23156	23829	25918	17229
Ccdc19	621	939	167	443	417	321	799	396
4933439K11Rik	29	23	5	19	6	7	20	10
Vsig8	7	7	3	8	3	3	5	4
Slamf8	96	129	36	81	941	1628	1646	273
Fcrl6	0	4	2	0	8	1	0	3
Dusp23	642	472	238	350	506	285	624	533
Crp	0	0	12	2	2	1	4	0
Apcs	0	0	2	0	0	0	3	0
Olfr16	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0
Olfr218	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0
Fcer1a	21	19	9	6	7	6	4	3
Olfr418-ps1	0	0	0	0	0	0	0	0
Mptx2	0	0	0	0	0	0	0	0
Darc	21	29	5	12	213	271	217	25
Cadm3	63	115	17	22	54	124	97	50
Aim2	296	296	149	291	654	872	663	346
BC094916	27	11	12	16	130	228	68	32
Pydc4	235	139	96	146	1725	2856	1012	437
Pyhin1	870	408	390	471	6482	10288	4794	1175
Pydc3	1589	687	550	840	4194	5704	2429	1934
AI607873	506	829	258	340	6287	11363	4661	1305
Ifi204	215	239	134	174	11341	17112	6925	1301
Mndal	2336	1838	961	1866	6969	8824	4991	2348
Mnda	74	132	39	104	4759	7097	2932	542
Ifi203	2700	1864	978	1984	8888	12933	6442	2596
Ifi202b	0	2	0	0	4	3	8	0
